asset_id,file,rows_daily,rows_monthly,date_min,date_max
AMC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMC_combined.csv,3010,145,2013-12-18 00:00:00,2025-12-05 00:00:00
AMCR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMCR_combined.csv,3411,164,2012-05-15 00:00:00,2025-12-05 00:00:00
AMD,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMD_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
AME,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AME_combined.csv,10428,444,1984-07-19 00:00:00,2025-12-05 00:00:00
AMG,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMG_combined.csv,7053,338,1997-11-21 00:00:00,2025-12-05 00:00:00
AMGN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMGN_combined.csv,10703,444,1983-06-17 00:00:00,2025-12-05 00:00:00
AMH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMH_combined.csv,3107,149,2013-08-01 00:00:00,2025-12-05 00:00:00
AMKR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMKR_combined.csv,6944,332,1998-05-01 00:00:00,2025-12-05 00:00:00
AMLX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMLX_combined.csv,982,48,2022-01-07 00:00:00,2025-12-05 00:00:00
AMP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMP_combined.csv,5089,244,2005-09-15 00:00:00,2025-12-05 00:00:00
AMPH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMPH_combined.csv,2881,139,2014-06-25 00:00:00,2025-12-05 00:00:00
AMPL,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMPL_combined.csv,1053,52,2021-09-28 00:00:00,2025-12-05 00:00:00
AMPX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMPX_combined.csv,810,40,2022-09-15 00:00:00,2025-12-05 00:00:00
AMR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMR_combined.csv,1214,59,2021-02-08 00:00:00,2025-12-05 00:00:00
AMRC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMRC_combined.csv,3869,186,2010-07-22 00:00:00,2025-12-05 00:00:00
AMRX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMRX_combined.csv,1908,92,2018-05-07 00:00:00,2025-12-05 00:00:00
AMRZ,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMRZ_combined.csv,117,7,2025-06-23 00:00:00,2025-12-05 00:00:00
AMSC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMSC_combined.csv,8557,409,1991-12-12 00:00:00,2025-12-05 00:00:00
AMT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMT_combined.csv,6988,335,1998-02-27 00:00:00,2025-12-05 00:00:00
AMTM,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMTM_combined.csv,302,16,2024-09-24 00:00:00,2025-12-05 00:00:00
AMX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMX_combined.csv,6242,299,2001-02-12 00:00:00,2025-12-05 00:00:00
AMZN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMZN_combined.csv,7186,344,1997-05-15 00:00:00,2025-12-05 00:00:00
AN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AN_combined.csv,8959,428,1990-05-11 00:00:00,2025-12-05 00:00:00
ANAB,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANAB_combined.csv,2229,108,2017-01-26 00:00:00,2025-12-05 00:00:00
ANDE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANDE_combined.csv,7499,359,1996-02-20 00:00:00,2025-12-05 00:00:00
ANET,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANET_combined.csv,2894,139,2014-06-06 00:00:00,2025-12-05 00:00:00
ANF,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANF_combined.csv,7346,352,1996-09-26 00:00:00,2025-12-05 00:00:00
ANIP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANIP_combined.csv,6436,308,2000-05-05 00:00:00,2025-12-05 00:00:00
AON,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AON_combined.csv,11473,444,1980-06-02 00:00:00,2025-12-05 00:00:00
AORT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AORT_combined.csv,8261,395,1993-02-12 00:00:00,2025-12-05 00:00:00
AOS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AOS_combined.csv,10630,444,1983-09-30 00:00:00,2025-12-05 00:00:00
APA,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APA_combined.csv,11738,444,1979-05-15 00:00:00,2025-12-05 00:00:00
APAM,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APAM_combined.csv,3209,154,2013-03-07 00:00:00,2025-12-05 00:00:00
APD,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APD_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
APG,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APG_combined.csv,1410,69,2020-04-29 00:00:00,2025-12-05 00:00:00
APGE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APGE_combined.csv,603,30,2023-07-14 00:00:00,2025-12-05 00:00:00
APH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APH_combined.csv,8580,410,1991-11-08 00:00:00,2025-12-05 00:00:00
APLD,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APLD_combined.csv,916,45,2022-04-13 00:00:00,2025-12-05 00:00:00
APLE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APLE_combined.csv,2656,128,2015-05-18 00:00:00,2025-12-05 00:00:00
APLS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APLS_combined.csv,2029,98,2017-11-09 00:00:00,2025-12-05 00:00:00
APO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APO_combined.csv,3695,178,2011-03-30 00:00:00,2025-12-05 00:00:00
APP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APP_combined.csv,1168,57,2021-04-15 00:00:00,2025-12-05 00:00:00
APPF,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APPF_combined.csv,2628,127,2015-06-26 00:00:00,2025-12-05 00:00:00
APPN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APPN_combined.csv,2146,104,2017-05-25 00:00:00,2025-12-05 00:00:00
APTV,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APTV_combined.csv,3533,170,2011-11-17 00:00:00,2025-12-05 00:00:00
AQN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AQN_combined.csv,4010,193,2009-12-29 00:00:00,2025-12-05 00:00:00
AR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AR_combined.csv,3058,147,2013-10-10 00:00:00,2025-12-05 00:00:00
ARCB,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARCB_combined.csv,8452,404,1992-05-13 00:00:00,2025-12-05 00:00:00
ARCC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARCC_combined.csv,5328,255,2004-10-05 00:00:00,2025-12-05 00:00:00
ARCO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARCO_combined.csv,3684,177,2011-04-14 00:00:00,2025-12-05 00:00:00
ARDT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARDT_combined.csv,349,18,2024-07-18 00:00:00,2025-12-05 00:00:00
ARDX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARDX_combined.csv,2885,139,2014-06-19 00:00:00,2025-12-05 00:00:00
ARE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARE_combined.csv,7178,344,1997-05-28 00:00:00,2025-12-05 00:00:00
ARES,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARES_combined.csv,2918,140,2014-05-02 00:00:00,2025-12-05 00:00:00
ARGX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARGX_combined.csv,2151,104,2017-05-18 00:00:00,2025-12-05 00:00:00
ARHS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARHS_combined.csv,1026,50,2021-11-04 00:00:00,2025-12-05 00:00:00
ARI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARI_combined.csv,4076,196,2009-09-24 00:00:00,2025-12-05 00:00:00
ARLO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARLO_combined.csv,1846,89,2018-08-03 00:00:00,2025-12-05 00:00:00
ARLP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARLP_combined.csv,6618,317,1999-08-17 00:00:00,2025-12-05 00:00:00
ARM,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARM_combined.csv,560,28,2023-09-14 00:00:00,2025-12-05 00:00:00
ARMK,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARMK_combined.csv,3014,145,2013-12-12 00:00:00,2025-12-05 00:00:00
AROC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AROC_combined.csv,4604,221,2007-08-21 00:00:00,2025-12-05 00:00:00
ARQT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARQT_combined.csv,1471,72,2020-01-31 00:00:00,2025-12-05 00:00:00
ARR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARR_combined.csv,4532,217,2007-12-03 00:00:00,2025-12-05 00:00:00
ARRY,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARRY_combined.csv,1292,63,2020-10-15 00:00:00,2025-12-05 00:00:00
ARW,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARW_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
ARWR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARWR_combined.csv,8048,385,1993-12-16 00:00:00,2025-12-05 00:00:00
ARX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARX_combined.csv,95,6,2025-07-24 00:00:00,2025-12-05 00:00:00
AS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AS_combined.csv,464,23,2024-02-01 00:00:00,2025-12-05 00:00:00
ASAN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASAN_combined.csv,1303,64,2020-09-30 00:00:00,2025-12-05 00:00:00
ASB,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASB_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
ASGN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASGN_combined.csv,8361,400,1992-09-22 00:00:00,2025-12-05 00:00:00
ASH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASH_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
ASML,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASML_combined.csv,7735,370,1995-03-15 00:00:00,2025-12-05 00:00:00
ASND,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASND_combined.csv,2732,132,2015-01-28 00:00:00,2025-12-05 00:00:00
ASO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASO_combined.csv,1301,63,2020-10-02 00:00:00,2025-12-05 00:00:00
ASR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASR_combined.csv,6335,304,2000-09-28 00:00:00,2025-12-05 00:00:00
ASTE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASTE_combined.csv,9945,444,1986-06-18 00:00:00,2025-12-05 00:00:00
ASTH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASTH_combined.csv,4213,202,2009-03-11 00:00:00,2025-12-05 00:00:00
ASTS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASTS_combined.csv,1532,74,2019-11-01 00:00:00,2025-12-05 00:00:00
ASX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASX_combined.csv,6333,303,2000-10-02 00:00:00,2025-12-05 00:00:00
ATAI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATAI_combined.csv,1123,55,2021-06-18 00:00:00,2025-12-05 00:00:00
ATAT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATAT_combined.csv,769,38,2022-11-11 00:00:00,2025-12-05 00:00:00
ATEC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATEC_combined.csv,4904,235,2006-06-12 00:00:00,2025-12-05 00:00:00
ATEN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATEN_combined.csv,2947,142,2014-03-21 00:00:00,2025-12-05 00:00:00
ATGE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATGE_combined.csv,8678,415,1991-06-21 00:00:00,2025-12-05 00:00:00
ATHM,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATHM_combined.csv,3015,145,2013-12-11 00:00:00,2025-12-05 00:00:00
ATI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATI_combined.csv,6546,314,1999-11-29 00:00:00,2025-12-05 00:00:00
ATKR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATKR_combined.csv,2387,115,2016-06-10 00:00:00,2025-12-05 00:00:00
ATMU,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATMU_combined.csv,635,32,2023-05-26 00:00:00,2025-12-05 00:00:00
ATO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATO_combined.csv,10569,444,1983-12-28 00:00:00,2025-12-05 00:00:00
ATR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATR_combined.csv,8213,393,1993-04-23 00:00:00,2025-12-05 00:00:00
ATRC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATRC_combined.csv,5117,245,2005-08-05 00:00:00,2025-12-05 00:00:00
ATRO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATRO_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
ATS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ATS_combined.csv,4010,193,2009-12-29 00:00:00,2025-12-05 00:00:00
AU,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AU_combined.csv,6878,329,1998-08-05 00:00:00,2025-12-05 00:00:00
AUB,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AUB_combined.csv,8098,387,1993-10-06 00:00:00,2025-12-05 00:00:00
AUGO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AUGO_combined.csv,101,6,2025-07-16 00:00:00,2025-12-05 00:00:00
AUPH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AUPH_combined.csv,2833,136,2014-09-03 00:00:00,2025-12-05 00:00:00
AUR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AUR_combined.csv,1151,56,2021-05-10 00:00:00,2025-12-05 00:00:00
AVA,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVA_combined.csv,13312,444,1973-02-21 00:00:00,2025-12-05 00:00:00
AVAH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVAH_combined.csv,1159,57,2021-04-28 00:00:00,2025-12-05 00:00:00
AVAL,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVAL_combined.csv,2819,136,2014-09-23 00:00:00,2025-12-05 00:00:00
AVAV,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVAV_combined.csv,4750,228,2007-01-23 00:00:00,2025-12-05 00:00:00
AVB,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVB_combined.csv,7989,382,1994-03-11 00:00:00,2025-12-05 00:00:00
AVBP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVBP_combined.csv,468,24,2024-01-26 00:00:00,2025-12-05 00:00:00
AVDL,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVDL_combined.csv,7423,355,1996-06-07 00:00:00,2025-12-05 00:00:00
AVGO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVGO_combined.csv,4110,197,2009-08-06 00:00:00,2025-12-05 00:00:00
AVNT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVNT_combined.csv,6600,316,1999-09-13 00:00:00,2025-12-05 00:00:00
AVPT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVPT_combined.csv,1530,74,2019-11-05 00:00:00,2025-12-05 00:00:00
AVT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVT_combined.csv,13262,444,1973-05-03 00:00:00,2025-12-05 00:00:00
AVTR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVTR_combined.csv,1649,80,2019-05-17 00:00:00,2025-12-05 00:00:00
AVY,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AVY_combined.csv,13312,444,1973-02-21 00:00:00,2025-12-05 00:00:00
AWI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AWI_combined.csv,4814,231,2006-10-18 00:00:00,2025-12-05 00:00:00
AWK,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AWK_combined.csv,4435,213,2008-04-23 00:00:00,2025-12-05 00:00:00
AWR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AWR_combined.csv,13312,444,1973-02-21 00:00:00,2025-12-05 00:00:00
AX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AX_combined.csv,5216,250,2005-03-16 00:00:00,2025-12-05 00:00:00
AXGN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AXGN_combined.csv,9818,444,1986-12-17 00:00:00,2025-12-05 00:00:00
AXIA,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AXIA_combined.csv,4288,206,2008-11-19 00:00:00,2025-12-05 00:00:00
AXON,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AXON_combined.csv,6154,295,2001-06-19 00:00:00,2025-12-05 00:00:00
AXP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AXP_combined.csv,13492,444,1972-06-01 00:00:00,2025-12-05 00:00:00
